Email No.,the,to,ect,and,for,of,a,you,hou,in,on,is,this,enron,i,be,that,will,have,with,your,at,we,s,are,it,by,com,as,from,gas,or,not,me,deal,if,meter,hpl,please,re,e,any,our,corp,can,d,all,has,was,know,need,an,forwarded,new,t,may,up,j,mmbtu,should,do,am,get,out,see,no,there,price,daren,but,been,company,l,these,let,so,would,m,into,xls,farmer,attached,us,information,they,message,day,time,my,one,what,only,http,th,volume,mail,contract,which,month,more,robert,sitara,about,texas,nom,energy,pec,questions,www,deals,volumes,pm,ena,now,their,file,some,email,just,also,call,change,other,here,like,b,flow,net,following
Email 2096,1,4,2,0,5,1,37,0,1,0,14,3,0,10,14,0,0,0,0,0,0,0,1,21,1,0,0,6,2,2,1,5,0,4,0,0,0,5,1,3,34,0,1,0,0,8,0,0,0,0,0,1,0,0,21,0,0,5,0,0,0,3,0,0,0,0,0,0,1,0,0,0,26,0,0,1,0,16,0,0,1,0,2,0,0,0,2,0,0,2,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
Email 2097,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Email 2098,9,1,2,4,0,2,29,0,0,6,5,3,0,0,20,0,0,0,1,1,0,2,0,21,1,3,0,0,2,0,0,5,1,2,2,1,0,0,2,5,49,2,0,0,0,13,0,0,0,2,0,8,0,0,28,0,1,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,17,0,2,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Email 2099,1,2,20,0,1,0,31,1,9,1,10,2,1,4,20,1,0,0,0,0,1,0,0,36,1,2,1,1,1,1,0,7,1,2,0,1,0,0,0,8,76,0,1,2,0,18,0,0,0,0,1,1,0,2,44,0,0,5,0,0,1,3,0,0,0,3,0,0,1,0,0,0,18,0,1,3,0,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
Email 2100,4,4,20,2,1,0,46,0,9,4,15,1,1,4,31,3,0,0,0,0,0,3,0,45,2,4,1,0,2,1,0,6,1,5,0,2,0,0,1,7,91,0,0,2,0,38,0,0,1,0,1,4,0,2,65,0,1,5,0,0,2,2,0,0,0,3,0,0,1,0,0,0,22,0,0,3,0,14,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,1
Email 2101,1,1,1,0,1,0,7,0,0,1,2,1,1,0,6,1,0,0,0,0,0,0,0,8,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,1,13,0,0,0,0,3,0,0,0,0,1,0,0,1,10,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Email 2102,9,6,5,2,6,6,66,12,4,14,16,9,2,0,65,6,2,1,3,4,4,6,1,52,0,8,2,5,4,1,0,10,5,8,0,2,0,0,2,4,99,4,4,0,1,25,3,1,0,1,2,14,1,0,86,0,4,2,0,2,1,6,1,0,0,7,0,0,0,1,0,1,39,0,1,5,0,31,0,0,0,0,3,1,0,0,0,1,0,4,0,0,1,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,15,0,0,0
Email 2103,0,1,2,0,1,0,8,0,0,0,6,0,0,2,6,0,0,0,0,0,0,1,0,11,0,0,1,2,0,0,0,2,0,0,0,0,0,4,0,1,15,0,0,1,0,5,0,0,0,0,0,1,1,0,8,0,0,2,0,0,0,3,0,0,1,2,0,0,0,0,0,0,9,0,0,1,0,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
Email 2104,2,0,1,0,3,0,18,0,1,2,0,0,0,0,5,0,0,0,0,0,0,2,0,11,0,0,0,0,4,0,1,3,0,0,1,0,0,1,1,0,28,0,0,0,0,12,0,1,0,0,0,2,0,0,13,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1
Email 2105,1,5,1,1,0,2,82,0,0,9,16,8,0,0,68,8,0,0,0,0,0,10,1,50,1,7,1,1,4,0,0,11,0,5,0,0,0,0,0,8,108,0,2,0,0,31,0,0,0,0,0,9,0,0,68,0,1,4,0,0,0,4,0,0,0,2,0,0,0,2,0,0,40,0,0,4,0,19,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0
Email 2106,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
Email 2107,0,0,1,0,1,0,6,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Email 2108,1,1,1,0,0,0,9,0,0,3,4,0,0,0,10,1,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,3,1,2,0,1,0,0,0,3,13,0,0,0,0,3,0,0,0,0,0,1,0,0,12,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Email 2109,3,13,342,8,1,1,236,0,156,22,81,16,0,32,174,19,0,2,0,0,0,11,6,134,5,10,0,0,4,0,1,34,1,15,0,4,0,0,0,36,658,0,1,12,0,90,4,0,0,0,0,47,0,0,462,0,0,28,0,0,4,16,1,1,0,7,0,2,1,0,0,0,203,0,2,16,0,89,0,0,1,0,8,0,0,0,0,0,1,1,0,0,0,14,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,70,0,2,0
Email 2110,2,3,2,5,2,2,72,0,0,13,13,7,0,0,66,2,0,0,0,0,0,11,0,48,1,5,0,1,1,0,0,4,0,4,0,1,0,0,0,9,97,0,0,1,0,35,1,0,0,0,0,12,0,0,54,0,0,1,0,0,1,5,0,0,0,3,0,1,0,0,0,0,37,0,0,1,0,30,0,0,0,0,6,0,0,0,0,1,1,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0
Email 2111,4,26,9,10,3,2,526,0,3,87,70,41,0,0,388,30,0,0,0,0,0,69,6,294,6,31,1,12,23,0,0,55,1,30,0,3,1,0,0,52,642,2,5,0,3,201,8,2,1,0,0,89,0,2,390,0,4,16,0,0,12,22,0,3,1,14,0,0,0,3,1,1,304,0,3,17,0,156,0,0,0,0,32,0,0,0,2,0,2,3,0,1,0,14,0,1,1,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,1,2,2,152,0,6,0
Email 2112,5,2,2,0,1,0,15,0,1,0,10,0,0,2,7,1,0,0,0,0,0,1,0,14,0,0,1,2,1,1,0,3,0,1,0,0,0,2,0,2,25,0,0,1,0,8,1,0,0,0,0,3,1,0,23,0,0,2,0,1,0,5,0,0,1,0,0,0,0,0,0,0,11,0,0,1,0,10,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0
Email 2113,3,4,4,0,3,1,55,1,2,8,10,4,2,1,40,14,0,4,0,0,0,4,2,34,2,4,1,19,4,1,0,6,0,1,0,1,0,0,0,12,105,0,4,1,3,26,2,1,0,1,1,6,1,6,48,0,0,12,0,0,0,1,0,0,0,2,0,0,0,0,1,0,40,0,0,3,0,40,0,0,0,0,2,1,0,0,1,0,2,4,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,25,0,1,0
Email 2114,16,8,10,6,11,4,68,7,7,15,15,19,4,0,100,13,2,0,3,0,0,9,4,69,1,3,2,0,6,2,0,17,1,10,2,6,0,0,3,6,157,0,1,0,1,44,0,0,2,2,0,16,2,0,88,1,0,3,0,3,1,3,1,1,1,3,0,11,0,0,0,0,44,0,2,3,1,28,1,0,0,0,1,0,0,0,0,1,0,3,4,0,0,31,0,1,0,3,1,0,0,0,1,0,0,4,0,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,0,22,0,0,0
Email 2115,1,2,1,1,0,0,8,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,13,0,0,0,0,5,0,0,0,0,0,4,0,0,11,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
Email 2116,2,0,1,0,0,4,6,0,0,1,2,0,0,0,6,1,0,1,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Email 2117,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Email 2118,0,1,1,1,0,1,10,3,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,11,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1,1,12,0,1,0,0,2,0,0,0,1,0,2,0,0,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Email 2119,5,4,16,3,10,0,49,1,7,9,13,3,2,7,30,4,4,2,1,1,0,9,4,35,3,3,3,0,4,0,0,23,2,5,0,0,0,0,0,5,87,0,0,4,0,17,2,0,1,0,0,6,2,0,65,0,0,5,0,1,0,4,0,0,0,4,0,0,3,1,0,0,20,0,0,1,0,22,0,0,2,0,6,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,12,0,0,0
Email 2120,2,1,1,3,0,0,28,1,0,8,1,7,1,0,25,0,0,1,0,1,1,5,4,30,2,2,0,0,1,0,0,2,3,1,0,0,0,0,0,7,39,1,1,0,1,12,0,0,0,0,0,8,0,0,28,0,0,1,0,0,1,0,2,0,0,3,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0
Email 2121,3,1,2,0,2,0,11,0,0,2,4,0,0,0,6,0,1,0,0,0,0,1,0,8,0,1,0,0,1,1,0,5,0,0,0,0,0,0,0,2,12,0,1,0,0,3,0,0,0,0,0,1,0,0,21,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Email 2122,15,6,8,5,8,7,98,7,0,14,13,12,2,0,72,3,2,0,0,2,3,20,5,73,0,7,1,6,6,1,0,14,5,8,0,3,0,0,0,14,122,2,4,0,1,53,2,0,1,0,1,17,0,0,112,1,2,3,0,0,2,6,1,3,0,9,0,0,0,2,0,0,35,1,0,1,1,34,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,25,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,21,0,0,0
Email 2123,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Email 2124,2,2,9,3,5,0,28,1,4,4,8,1,1,4,17,2,3,0,1,1,0,6,1,18,1,2,2,0,3,0,0,11,1,2,0,0,0,0,0,3,45,0,0,2,0,11,1,0,1,0,0,4,1,0,37,0,0,3,0,1,0,2,0,0,0,2,0,0,1,0,0,0,10,0,0,0,0,10,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0
Email 2125,2,1,1,3,3,0,17,1,0,4,3,1,1,1,11,1,2,0,1,1,0,4,0,12,0,1,1,0,3,0,0,5,0,1,0,0,0,0,0,1,22,0,0,0,0,7,1,0,1,0,0,4,0,0,21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
Email 2126,10,4,1,7,0,1,42,2,0,9,11,5,1,0,33,3,3,0,1,2,2,10,6,39,2,3,0,0,5,0,0,0,1,2,0,3,1,1,1,17,85,0,2,0,0,30,0,0,1,2,3,9,0,0,56,0,2,1,0,0,2,1,0,0,0,4,1,0,1,0,1,0,18,0,1,1,2,7,0,0,0,0,2,0,1,0,0,0,1,4,0,0,0,17,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0
Email 2127,0,1,1,0,0,0,3,0,0,3,3,0,0,0,11,1,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Email 2128,5,8,6,3,1,2,35,2,2,8,8,5,3,2,31,3,0,0,2,0,0,8,4,22,1,5,0,0,0,0,0,7,0,2,3,0,0,0,0,6,63,1,0,1,1,20,3,0,0,1,1,7,0,0,50,0,2,3,0,1,1,0,2,1,1,1,0,0,1,0,1,0,20,0,0,1,1,9,0,0,1,0,3,1,0,0,1,0,1,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Email 2129,0,2,2,0,3,0,33,0,0,0,15,4,0,10,24,0,0,0,0,0,0,0,1,33,1,3,1,5,6,0,3,3,0,3,0,0,0,7,0,3,38,0,0,0,0,8,0,0,0,0,0,1,1,0,26,0,0,6,0,0,0,3,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,12,0,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Email 2130,0,0,1,0,1,0,2,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Email 2131,0,0,1,0,1,0,6,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Email 2132,12,3,1,6,0,2,58,3,3,8,6,4,1,0,42,2,0,2,1,3,0,3,2,33,0,3,0,0,4,0,0,3,0,10,0,0,0,0,0,13,85,0,0,0,0,27,3,0,3,1,0,7,0,0,39,0,1,1,0,0,1,2,1,0,0,2,0,1,0,0,0,0,27,0,0,2,0,20,2,0,0,0,2,0,4,0,2,0,3,2,1,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0
Email 2133,5,4,16,3,10,0,49,1,7,9,13,3,2,7,30,4,4,2,1,1,0,9,4,35,3,3,3,0,4,0,0,23,2,5,0,0,0,0,0,5,87,0,0,4,0,17,2,0,1,0,0,6,2,0,65,0,0,5,0,1,0,4,0,0,0,4,0,0,3,1,0,0,20,0,0,1,0,22,0,0,2,0,6,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,12,0,0,0
Email 2134,3,1,2,0,2,0,11,0,0,2,4,0,0,0,6,0,1,0,0,0,0,1,0,8,0,1,0,0,1,1,0,5,0,0,0,0,0,0,0,2,12,0,1,0,0,3,0,0,0,0,0,1,0,0,21,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Email 2135,2,2,9,3,5,0,28,1,4,4,8,1,1,4,17,2,3,0,1,1,0,6,1,18,1,2,2,0,3,0,0,11,1,2,0,0,0,0,0,3,45,0,0,2,0,11,1,0,1,0,0,4,1,0,37,0,0,3,0,1,0,2,0,0,0,2,0,0,1,0,0,0,10,0,0,0,0,10,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0
Email 2136,2,1,1,3,3,0,17,1,0,4,3,1,1,1,11,1,2,0,1,1,0,4,0,12,0,1,1,0,3,0,0,5,0,1,0,0,0,0,0,1,22,0,0,0,0,7,1,0,1,0,0,4,0,0,21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
Email 2137,10,4,1,7,0,1,42,2,0,9,11,5,1,0,33,3,3,0,1,2,2,10,6,39,2,3,0,0,5,0,0,0,1,2,0,3,1,1,1,17,85,0,2,0,0,30,0,0,1,2,3,9,0,0,56,0,2,1,0,0,2,1,0,0,0,4,1,0,1,0,1,0,18,0,1,1,2,7,0,0,0,0,2,0,1,0,0,0,1,4,0,0,0,17,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0
Email 2138,5,8,6,3,1,2,35,2,2,8,8,5,3,2,31,3,0,0,2,0,0,8,4,22,1,5,0,0,0,0,0,7,0,2,3,0,0,0,0,6,63,1,0,1,1,20,3,0,0,1,1,7,0,0,50,0,2,3,0,1,1,0,2,1,1,1,0,0,1,0,1,0,20,0,0,1,1,9,0,0,1,0,3,1,0,0,1,0,1,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Email 2139,12,5,7,2,2,3,51,1,2,10,10,5,1,4,38,8,1,0,1,2,0,4,2,25,4,5,0,0,3,1,0,6,1,8,0,2,0,1,1,16,84,0,0,1,1,14,0,0,0,1,1,7,0,0,64,1,0,3,4,0,0,2,0,1,0,3,3,0,1,0,0,0,28,0,1,2,0,34,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,23,1,0,0
Email 2140,16,20,4,8,10,13,118,11,1,32,24,20,9,0,122,6,4,1,2,1,5,17,8,85,2,10,0,4,16,0,0,15,3,15,0,2,0,0,2,19,179,0,9,0,2,62,1,1,0,0,0,28,0,0,136,0,1,1,0,0,2,5,0,5,1,6,0,0,0,0,1,0,51,0,1,4,1,54,3,0,0,0,4,1,0,0,0,1,4,9,0,0,0,35,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,24,0,0,0
Email 2141,10,4,2,2,1,3,32,1,0,7,3,3,1,0,23,5,1,0,1,2,0,2,2,15,2,4,0,0,1,0,0,3,1,6,0,0,0,1,0,11,52,0,0,0,1,8,0,0,0,0,0,6,0,0,35,1,0,1,0,0,0,2,0,1,0,1,3,0,0,0,0,0,12,0,0,2,0,16,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0
Email 2142,1,0,1,0,3,0,12,2,0,0,1,2,1,0,6,1,0,0,1,1,0,1,0,9,1,1,0,0,2,0,0,3,0,4,2,1,3,0,0,1,22,1,0,0,1,4,0,0,0,1,0,2,0,0,15,0,1,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,8,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Email 2143,31,18,26,6,18,2,162,6,16,23,41,23,3,5,99,12,2,1,0,0,0,19,2,89,14,7,5,0,15,5,0,32,5,25,7,3,9,2,1,33,223,1,0,3,0,99,9,1,9,1,1,9,3,0,151,0,0,18,2,6,9,7,1,1,0,8,2,0,8,0,0,0,75,0,1,3,1,60,0,0,5,0,1,1,0,0,11,0,2,1,2,1,0,47,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,6,3,1,0,0,0,0,0,1,0,0,0,4,1,30,0,0,0
Email 2144,0,2,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Email 2145,9,12,12,3,3,3,65,3,5,6,11,10,2,0,56,3,1,0,3,1,0,2,3,50,4,1,2,4,9,0,0,3,3,10,0,1,0,0,1,11,124,5,0,0,0,44,0,0,0,2,5,9,3,0,76,0,0,8,0,0,2,1,0,0,0,5,0,0,4,1,0,4,39,1,1,2,0,33,0,0,3,0,5,0,0,0,1,0,0,0,0,0,0,14,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,2,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0
Email 2146,2,1,1,2,2,2,25,0,0,2,3,3,0,0,23,1,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,23,2,0,0,0,10,0,0,0,0,1,6,0,0,11,0,0,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,12,1,0,0,0,9,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0
